,smiles,pi3k,mtor,rscore,pi3k_pred,mtor_pred
328,CCc1ncnc(-c2ccc(C(=O)N3CCCC(N(C)C)C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.761702932124599,7.89143497626716,0.7,6.7806758005977805,7.956262886461285
329,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.699404516110032,7.98254927048946,0.6,6.643886834448286,8.058178396918324
330,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.435570673002008,7.837435593476981,0.6,6.488733500872989,7.778975728430183
331,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.79533748825178,8.85078088734462,0.7,6.993608467311746,8.677178789724604
332,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.7201050199883605,7.9566377219788595,0.7,6.864195695261325,8.395904741786275
333,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.940815382368621,8.7495799976911,0.7,6.864195695261325,8.395904741786275
334,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.5388017113775,8.10790539730952,0.7,6.698757804925866,8.271929823279553
335,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.634324859544081,7.937794191180281,0.7,6.644560393761243,7.801910329823555
336,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.1430295665175,8.49079747766889,0.7,6.849658273180979,8.000567203184081
341,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)=O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.58670023591874,8.0150228735845,0.7,6.999369496138851,8.305501240697648
342,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.08454739831152,8.455931955649719,0.7,6.69962948367458,8.058239753569875
343,CCc1ncnc(-c2ccc(C(=O)NCCN3CCOCC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.49702694093436,8.22329881601158,0.6,7.2375356360968786,8.199333396238966
344,CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(C)c2)c1C#Cc1ccc(N)nc1,6.60449887569437,7.814741234703409,0.6,6.819910960758154,7.894609157041184
345,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)C4)C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.38352448611143,8.34582345812203,0.7,6.41113698159226,7.949897782687398
347,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.8136087843045,8.73754891026957,0.7,6.758831759424889,8.515336454199069
348,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.95860731484177,8.16621562534352,0.6,6.752201814209938,8.143051588159825
349,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.13383085236622,7.9574244875598,0.7,6.862997730181087,8.230218005459847
350,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)OCCCO4)c(C)c2)c1C#Cc1ccc(N)nc1,7.16845014800424,8.29328221766324,0.6,7.086032396575985,8.128773751105303
351,CCc1ncnc(-c2ccc(C(=O)N3CCC(OC)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.55113915439255,7.960982678002581,0.7,6.870923083436842,8.105049036218851
352,CCc1ncnc(-c2ccc(C(=O)N3CCC(C4CCN(C)CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.4568014143623484,7.13655817138629,0.6,6.51263096441652,7.742780429970274
353,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C)C3)c(C)c2)c1C#Cc1ccc(N)nc1,7.19456711186785,8.46470587995723,0.7,6.8976263680926415,8.009789319324605
354,CCc1ncnc(-c2ccc(C(=O)N3CCS(=O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.20197120659592,8.2321023839819,0.6,7.209239687413311,8.232548789360354
355,CCc1ncnc(-c2ccc(C(=O)N3CCC(C)(O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.33152089706741,8.1791420105603,0.7,7.1766716424655606,8.244124776613294
356,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](O)C3)c(C)c2)c1C#Cc1ccc(N)nc1,7.2732727909734205,8.05012229596312,0.7,7.175345629497871,8.21020123625163
357,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](O)C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.79371395558756,7.542118103266,0.7,7.175345629497871,8.21020123625163
358,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)C3)c(C)c2)c1C#Cc1ccc(N)nc1,6.71063404847996,7.6169030700509,0.7,6.864195695261325,8.395904741786275
359,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.8005190851376405,7.92408823851722,0.7,6.790071178065683,7.974813990474954
360,CCc1ncnc(-c2ccc(C(=O)N3CCNCC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.42992429467839,7.85761053388116,0.7,7.112868057358082,8.068000719034243
361,CCc1ncnc(-c2ccc(C(=O)N(C)O)c(C)c2)c1C#Cc1ccc(N)nc1,6.6250684460218086,7.56161589296528,0.2,7.004313794503681,7.904349224640341
362,CCc1ncnc(-c2ccc(C(=O)N3CCCN(C)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.16071054399385,7.84466396253493,0.7,6.912806457912938,7.920513090737876
363,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccccn4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.8005190851376405,7.76725793727926,0.6,6.951781258689287,8.120288357230441
364,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccncc4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.341511618690982,8.01999662841625,0.6,7.005446253618861,8.061295238640234
365,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.1087413830958495,8.16430942850757,0.7,7.121250600340209,8.250979873616634
366,CCc1ncnc(-c2ccc(C(=O)N3CCCOCC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.3479471517518915,8.38090666937325,0.7,7.227717937064464,8.322470706578404
367,CCc1ncnc(-c2ccc(C(=O)NCC3(C)COC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.826522356547001,7.77624454634275,0.7,6.997293918960792,7.999785833595119
368,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccccc4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.79533748825178,8.5016894462104,0.7,6.904242342509216,8.145122008415925
369,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.702239488900862,9.00436480540245,0.6,6.791637262579319,8.927207138088061
370,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.585360853262991,8.77211329538632,0.7,6.641299525889456,8.711004313885077
371,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.96899571863646,8.82390874094431,0.6,6.791637262579319,8.927207138088061
372,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.89722338511655,8.939302159646381,0.7,6.641299525889456,8.711004313885077
373,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCC[C@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.77159964129699,8.52578373592374,0.7,6.681193719265528,8.469759620390132
374,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCC[C@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.44575319183388,8.263603497723349,0.7,6.551249216251851,8.253556796187148
379,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.92045699259709,8.7569619513137,0.2,6.856165585043072,8.64948287995723
381,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.67223251009727,9.05060999335508,0.7,6.817840024475104,8.823730609374302
386,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(C)cnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.91257354296371,8.653647025549361,0.2,6.909362447352502,8.74973156634908
388,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.940436582098732,8.72584215073632,0.7,6.877701396695381,8.81701780952436
389,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.03399914237121,7.86550414416532,0.7,6.451813719089609,8.688757701301277
390,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CNC4)c(F)c2)c1C#Cc1ccc(N)nc1,6.267686672528749,7.98296666070121,0.7,6.387431818459221,8.186824503760647
392,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(COC)nnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.811915626285057,8.653647025549361,0.2,6.876467971434099,8.306117065516199
393,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)COC4)c(F)c2)c1C#Cc1ccc(N)nc1,6.74884865682464,8.83268266525182,0.2,6.710284187266766,8.484990044629667
394,C#CCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,6.81304366453458,8.60380065290426,0.7,6.747526288857907,8.301874762654545
395,CCc1ncnc(-c2ccc(C(=O)N3CCC(F)(F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.804653941651582,7.67654163315053,0.7,6.68237714553971,7.862654579613219
396,CCc1ncnc(-c2ccc(C(=O)NCCN3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.42805836492553,7.17757037622064,0.7,6.70439893114806,7.528972070952912
397,CCc1ncnc(-c2ccc(C(=O)NCC3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.155026061853111,8.16749108729376,0.7,6.732983104785341,7.774634683778775
399,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(COC)nnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.44599567898809,7.636012170251499,0.2,6.700689500602602,8.17371179360779
400,CCc1ncnc(-c2cc(F)c(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.57137932732806,8.6757175447023,0.7,6.564542325290391,8.417835538548957
401,C#CCN1CCN(C(=O)c2c(F)cc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,6.785421046429501,8.06550154875643,0.6,6.648497785345497,8.567970270766333
402,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(F)(F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.7833064008302415,7.72699872793626,0.7,6.629047493579697,8.127234343573603
403,CCc1ncnc(-c2cc(F)c(C(=O)NCCN3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.78701381526333,7.76548271648731,0.7,6.65116565782342,7.741946708399143
404,CCc1ncnc(-c2cc(F)c(C(=O)NCC3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.309272456129628,7.4071573168689,0.7,6.555613202637788,7.7768166200632045
405,CCc1ncnc(-c2cc(F)c(C(=O)N(C)C3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.471854921746888,8.33441900898204,0.7,6.436564338204926,8.225285775296935
406,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.474955192963152,8.28483264215154,0.6,6.5235081731204145,8.245892718711366
407,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.559248299520808,8.50723961097316,0.6,6.519528739683021,8.417932339287521
408,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.44684545183037,8.26520017041115,0.6,6.671957150303037,8.505331743209677
409,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.56019378860667,8.054039296422431,0.7,6.494246161828941,8.169474755282309
410,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.6078308505102585,8.61261017366126,0.7,6.494246161828941,8.169474755282309
411,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.511308301683051,8.32790214206428,0.7,6.541185632197397,8.182681022523223
412,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.39859193946531,8.55129368009492,0.7,6.461261469750164,8.103595662780316
413,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.6957249495228695,8.46470587995723,0.6,6.664085332369332,8.232802926390072
414,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.48771593671814,9.16749108729376,0.7,6.556019265025561,8.349293445086804
415,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.79182747333287,8.71444269099222,0.6,6.65726374890938,8.654173184832926
416,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(F)F)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.44903824770182,8.32882715728491,0.6,6.5635953411349295,8.341019092291553
417,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.729554091982031,8.795880017344071,0.6,6.630794514455105,8.335205887470511
418,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.7559704109699705,7.69962193512929,0.7,6.610974189591097,8.227860742110131
419,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.849243560139692,8.28735029837278,0.6,6.630794514455105,8.335205887470511
420,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.4766437933452,8.543633966870951,0.6,6.584967487744121,8.356633899092499
421,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.735654492949902,6.5581478242267,0.6,6.51270933762998,8.034956768579598
422,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN4CCC[C@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.888401475119599,9.06048074738138,0.4,6.728259077135798,8.96423286408473
424,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.6294869104014005,8.27736607746618,0.6,6.617774830990638,8.316134449783423
425,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.91080163319485,8.422508200162769,0.6,6.747530335928936,8.438112817730406
431,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(C)(O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.021545566634767,8.48280410205002,0.6,6.843639093016098,8.353191080447814
432,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(C=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.85949195696181,8.406713932979539,0.6,6.897436420817183,8.37795474848389
435,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCC[C@H]4C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.235674394374009,8.60032627851896,0.6,6.34927273556695,8.840140465495585
436,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C(=O)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.7554754884299095,8.542118103265999,0.7,6.635756057706332,8.435856344027796
437,CCc1ncnc(-c2cc(F)c(C(=O)N3CC[C@@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.26312563835157,8.24336389175415,0.7,6.3237520415467605,8.22476821305421
438,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.41105635725998,8.54668165995296,0.7,6.431685532546654,8.493171617746494
439,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.32578205442329,8.446116973356121,0.6,6.359040593588412,8.445096884002915
440,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.1904402853647325,8.638272163982402,0.7,6.388180280316692,8.923675227483269
441,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.33245366048848,8.821023052706831,0.7,6.399990314454101,8.59489684800507
442,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.22192113806254,8.45717457304082,0.6,6.369387297202534,8.603333607378902
443,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.3733517315259824,8.70774392864352,0.7,6.35206463967156,8.766111218393453
444,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.33170728955177,8.6695862266508,0.7,6.440215029124382,8.749880536358827
445,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(F)F)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.48598381959934,8.121478204498791,0.6,6.404235149575979,8.498537405362622
446,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C)(O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.4415314374762,8.32882715728491,0.6,6.533998433662557,8.272902610422596
447,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C=O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.78781239559604,8.49485002168009,0.6,6.62134553898966,8.424514349758734
448,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.5337256782107005,8.363512103646631,0.2,6.50669070575196,8.595988013973967
449,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.67202837637698,8.65560772631488,0.6,6.6056022369541205,8.627331408046533
450,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.27564219577357,7.67427914198058,0.6,6.423436276192589,7.909025296015731
451,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@H]4C3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.80410034759076,8.0301183562535,0.6,6.578418564633096,7.885170483810212
452,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.39599006758776,7.255941834121161,0.7,6.548752301747253,7.417841574903677
453,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.650334015903361,7.85170590256525,0.7,6.6235155430453,7.795354228544189
454,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.7086311495484106,7.84133601918601,0.6,6.610412254948435,7.746472136173576
455,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.573163546196492,7.876801924967999,0.3,6.594200457059256,7.753623132100351
456,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.447940465812111,7.553929064298989,0.7,6.528490299342759,7.854330662935297
457,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.759950227887349,8.05305672930217,0.7,6.738056695060582,8.107362096580017
458,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.55455148573394,8.56543109596579,0.7,6.566451004922743,8.272760362249834
459,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.733533104559751,7.86582289242323,0.7,6.711847158077312,8.019713753783464
460,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.84649001069916,7.9385475209128,0.7,6.812100487844157,8.090258165415454
462,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.57971411505808,9.173925197299171,0.7,6.578429876410084,8.878520479357883
463,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.74909230029914,8.906578314837759,0.6,6.68845334669329,8.709199248699694
464,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.849857838151442,9.193820026016107,0.6,6.705236446947599,9.020731253238967
465,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.91829272990265,9.01772876696043,0.6,6.736716402301553,8.902928218216369
466,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCC[C@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.75795576063044,10.1549019599857,0.6,6.725752856181874,9.494181540296632
468,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.937794191180282,9.53760200210104,0.6,6.755428620441087,9.12601955512096
470,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.92045699259709,9.69897000433601,0.4,6.795037127756419,8.875349601673731
471,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.959793372425281,9.13667713987954,0.7,6.880073333174809,8.913138437892185
472,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.540306023522017,9.327902142064278,0.7,6.70252318444474,8.550000059218906
477,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.0354575339208605,8.36051351073141,0.6,6.986226966273946,8.512647036571916
478,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNC4)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.0422969584511605,8.097453220686,0.7,6.678904857032273,7.974990832652987
485,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)cn1,6.9578184054842325,8.8096683018297,0.6,6.906387950304498,8.624337305370322
486,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)cn1,6.6794383198047615,8.79317412396815,0.2,6.624514049915703,8.781464108925093
489,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)cn1,6.87386859273801,8.78781239559604,0.2,6.844724065759285,8.71680648001512
490,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC4(CC3)COC4)c(F)c2)cn1,6.68951910853732,8.67985371388894,0.2,6.626130780295766,8.577706649720515
492,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)cn1,6.686976889676759,8.7851561519523,0.7,6.618369777473738,8.642716664309754
493,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC4(CC3)CN(C(=O)OC(C)(C)C)C4)c(F)c2)cn1,6.25165689551245,7.940815382368621,0.2,6.2248673207550365,8.027728411298462
494,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CC4(CN(C(=O)OC(C)(C)C)C4)C3)c(F)c2)cn1,6.37582107425197,8.03338901331806,0.4,6.383269869542533,8.06084739116003
495,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNC4)c(F)c2)c1C#Cc1ccc(N)nc1,6.616005210558258,7.98129950133375,0.3,6.516602913483787,7.9664089382314085
496,CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.598944274228151,7.817870785947,0.5,6.586657848989671,7.865599996608911
497,CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.48359685155259,7.87844015581249,0.6,6.572471572997148,7.980223599292964
498,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4COC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.94653739507454,8.56066730616973,0.6,6.960075984344888,8.34786279512989
499,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.32303218570524,7.6103024517936095,0.7,6.3670469313602105,7.417988391553028
500,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4COC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.923359556329651,8.37263414340726,0.7,6.902657115042235,8.496704236753141
501,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.35173759425195,7.40044440901401,0.7,6.438467104739414,7.4228129837662555
502,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4COC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.8513973451939,8.51286162452281,0.7,6.8096095343427105,8.66092308135242
503,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4COC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,6.814174640387031,7.770574152079299,0.6,6.784125017283902,8.126396056987264
