,smiles,reward,rank,spaya_score,spaya_nb_steps,status,objective,SA_score,type,dataset,method,property,tb_synthesizability
20,CCCCCCCCCCCOc1cccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1C,0.8337121577416748,20,0.7,5,DONE,0.8337121577416748,2.4137265846639853,ws,chembl,smiles_lstm,Ranolazine MPO,1
21,CCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2C)cc1,0.8333506956329918,21,0.7,5,DONE,0.8333506956329918,2.459444826178906,ws,chembl,smiles_lstm,Ranolazine MPO,1
22,CCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(OCC(=O)O)cc2)cc1F,0.8327829138639183,22,0.7,3,DONE,0.8327829138639183,2.223858192805473,ws,chembl,smiles_lstm,Ranolazine MPO,1
23,CCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8327495232566883,23,0.7,4,DONE,0.8327495232566883,2.2774162852790383,ws,chembl,smiles_lstm,Ranolazine MPO,1
24,CCCCCCCCCCOc1ccc(OCCCCC(=O)Nc2ccc(CC(=O)O)c(F)c2)cc1OC,0.831224788553891,24,0.7,4,DONE,0.831224788553891,2.3096090438099015,ws,chembl,smiles_lstm,Ranolazine MPO,1
25,CCCCCCCCCCCOc1ccc(OCCCCCC(=O)NCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8310415334036729,25,0.7,5,DONE,0.8310415334036729,2.526719433276444,ws,chembl,smiles_lstm,Ranolazine MPO,1
26,CCCCCCCCCCCC(=O)c1ccc(OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1OC,0.8310382321416948,26,0.7,4,DONE,0.8310382321416948,2.543864294814906,ws,chembl,smiles_lstm,Ranolazine MPO,1
27,CCCCCCCCCCCOc1ccc(C(=O)NCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1,0.8307018474412792,27,0.8,2,DONE,0.8307018474412792,2.3338448261789058,ws,chembl,smiles_lstm,Ranolazine MPO,1
28,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8304869051915326,28,0.7,5,DONE,0.8304869051915326,2.341848162699751,ws,chembl,smiles_lstm,Ranolazine MPO,1
29,CCCCCCOc1ccc(NCCCCCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8299785538975263,29,0.7,5,DONE,0.8299785538975263,2.446348968190742,ws,chembl,smiles_lstm,Ranolazine MPO,1
30,CCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(OCC(=O)O)cc2)cc1F,0.8297403993539236,30,0.7,5,DONE,0.8297403993539236,2.2911636661152546,ws,chembl,smiles_lstm,Ranolazine MPO,1
31,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2)cc1OC,0.8297322593371533,31,0.8,4,DONE,0.8297322593371533,2.245798263301017,ws,chembl,smiles_lstm,Ranolazine MPO,1
32,CCCCCCCCCOc1ccc(OCCCCCC(=O)NCc2ccc(OCC(=O)O)c(F)c2)c(OCC)c1,0.8296509891108622,32,0.7,5,DONE,0.8296509891108622,2.428393938604943,ws,chembl,smiles_lstm,Ranolazine MPO,1
33,CCCCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2C)cc1OC,0.8294520285333935,33,0.7,5,DONE,0.8294520285333935,2.540031627354363,ws,chembl,smiles_lstm,Ranolazine MPO,1
34,CCCCCCCCCCCCCC(=O)Nc1ccc(OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8293695226286851,34,0.7,5,DONE,0.8293695226286851,2.549478759000632,ws,chembl,smiles_lstm,Ranolazine MPO,1
35,COc1cccc(NC(=O)CCCCCCCCCCCCOc2ccc(OCC(=O)O)c(F)c2)c1,0.8292895854415727,35,0.7,5,DONE,0.8292895854415727,2.204149043742614,ws,chembl,smiles_lstm,Ranolazine MPO,1
36,CCCCCCCCCC(=O)c1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.829250834308752,36,0.7,5,DONE,0.829250834308752,2.397047901879489,ws,chembl,smiles_lstm,Ranolazine MPO,1
37,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(C(=O)O)c2O)c(F)c1,0.829131611213496,37,0.8,4,DONE,0.829131611213496,2.3123050732642074,ws,chembl,smiles_lstm,Ranolazine MPO,1
38,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(Oc3ccc(C(=O)O)c(F)c3)c2C)c(OC)c1,0.8287987379255082,38,0.7,6,DONE,0.8287987379255082,2.5676042501353784,ws,chembl,smiles_lstm,Ranolazine MPO,1
39,CCCCCCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8287570751275146,39,0.7,5,DONE,0.8287570751275146,2.506238545364356,ws,chembl,smiles_lstm,Ranolazine MPO,1
40,CCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8283042663348261,40,0.8,3,DONE,0.8283042663348261,2.3743585684696527,ws,chembl,smiles_lstm,Ranolazine MPO,1
41,CCCCCCCCCCCCC(O)c1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2C)cc1,0.8281575546288392,41,0.7,4,DONE,0.8281575546288392,2.930550453834929,ws,chembl,smiles_lstm,Ranolazine MPO,1
42,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(OCC(=O)O)c2)cc1F,0.8274378549744815,42,0.7,4,DONE,0.8274378549744815,2.258951661600829,ws,chembl,smiles_lstm,Ranolazine MPO,1
43,CCCCCCCCCCCCC(=O)Nc1ccc(OCCCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8274066541889845,43,0.8,4,DONE,0.8274066541889845,2.5837421019545843,ws,chembl,smiles_lstm,Ranolazine MPO,1
44,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c(OC)c1OC,0.8273097723218863,44,0.7,5,DONE,0.8273097723218863,2.5110686694625723,ws,chembl,smiles_lstm,Ranolazine MPO,1
45,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(Oc3ccc(CC(=O)O)c(F)c3)cc2C)c(OC)c1,0.827213425158017,45,0.7,6,DONE,0.827213425158017,2.584961906387596,ws,chembl,smiles_lstm,Ranolazine MPO,1
46,CCCCCCCCCCCC(=O)c1cccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1C,0.827207020916784,46,0.8,3,DONE,0.827207020916784,2.494613189778173,ws,chembl,smiles_lstm,Ranolazine MPO,1
47,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccccc2Oc2ccc(C(=O)O)c(F)c2)c(OC)c1,0.8268290060907112,47,0.7,6,DONE,0.8268290060907112,2.4748879959138073,ws,chembl,smiles_lstm,Ranolazine MPO,1
48,CCCCCCCCCCCCCC(=O)Nc1ccc(OCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1OC,0.8267554087775882,48,0.7,5,DONE,0.8267554087775882,2.551329492999457,ws,chembl,smiles_lstm,Ranolazine MPO,1
49,CCCCCCCCCCCC(=O)Nc1ccc(Oc2ccc(OCC(=O)O)c(F)c2)c(OCCCCCC)c1C,0.8266330336744547,49,0.7,5,DONE,0.8266330336744547,2.5504860014492614,ws,chembl,smiles_lstm,Ranolazine MPO,1
50,CCCCCCCCCCCCCOc1cccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1C,0.8266281499404102,50,0.7,3,DONE,0.8266281499404102,2.4773404277043323,ws,chembl,smiles_lstm,Ranolazine MPO,1
51,CCCCCCCCCCC(Oc1ccc(OCCCCCC(=O)NCc2ccccc2C(=O)O)c(F)c1)C(=O)O,0.8265377972947693,51,0.7,3,DONE,0.8265377972947693,2.967175014013179,ws,chembl,smiles_lstm,Ranolazine MPO,1
52,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(Oc3ccc(C(=O)O)c(F)c3)cc2C)c(OC)c1,0.8265103207333555,52,0.7,5,DONE,0.8265103207333555,2.5256655482123023,ws,chembl,smiles_lstm,Ranolazine MPO,1
53,CCCCCCCCCCCCCCCC(=O)Nc1cccc(OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1C,0.8265103207333555,53,0.7,3,DONE,0.8265103207333555,2.65515291561273,ws,chembl,smiles_lstm,Ranolazine MPO,1
54,CCCCCCCCCCOc1ccc(OCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1OC,0.8263410572172101,54,0.7,6,DONE,0.8263410572172101,2.3158211356727243,ws,chembl,smiles_lstm,Ranolazine MPO,1
55,CCCCCCC(O)c1cccc(OCCCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2)c1,0.8262012460520235,55,0.7,5,DONE,0.8262012460520235,2.7064479029394555,ws,chembl,smiles_lstm,Ranolazine MPO,1
56,CCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c(OC)c1,0.8261498851842413,56,0.7,3,DONE,0.8261498851842413,2.4158658123197174,ws,chembl,smiles_lstm,Ranolazine MPO,1
57,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2)cc1OC,0.8260097237503162,57,0.7,4,DONE,0.8260097237503162,2.278792377143235,ws,chembl,smiles_lstm,Ranolazine MPO,1
58,CCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1OC,0.8257294881936598,58,0.8,3,DONE,0.8257294881936598,2.38236553623808,ws,chembl,smiles_lstm,Ranolazine MPO,1
59,CCCCCCCCCCOc1ccc(OCCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2C)cc1C,0.825566464497524,59,0.7,3,DONE,0.825566464497524,2.4424607690123565,ws,chembl,smiles_lstm,Ranolazine MPO,1
60,CCCCCCCCCCOc1ccc(NC(=O)NCCCCCCCCC(=O)Nc2ccc(C(=O)O)cc2C)c(F)c1,0.8254605646966103,60,0.7,4,DONE,0.8254605646966103,2.459839697972269,ws,chembl,smiles_lstm,Ranolazine MPO,1
61,CCCCCCCCCCOc1cccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)cc2)c1F,0.8252469786170807,61,0.7,5,DONE,0.8252469786170807,2.313045917486683,ws,chembl,smiles_lstm,Ranolazine MPO,1
62,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(OCC(=O)O)c2)cc1F,0.8252184849794512,62,0.7,4,DONE,0.8252184849794512,2.2915780275784243,ws,chembl,smiles_lstm,Ranolazine MPO,1
63,CCCCCCCOc1cccc(NC(=O)NCCCCCCCCCOc2ccc(CC(=O)O)cc2)c1F,0.8251226073833294,63,0.7,6,DONE,0.8251226073833294,2.390378776005363,ws,chembl,smiles_lstm,Ranolazine MPO,1
64,CCCCCOc1cccc(OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1C,0.8251100222509772,64,0.7,4,DONE,0.8251100222509772,2.2895064307302704,ws,chembl,smiles_lstm,Ranolazine MPO,1
65,CCCCCCCCCCOC(=O)c1ccc(OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1,0.8250020127804478,65,0.7,4,DONE,0.8250020127804478,2.3961558123197175,ws,chembl,smiles_lstm,Ranolazine MPO,1
66,CCCCCCCCCCOc1ccc(OCCCCCC(=O)NCc2ccc(C(=O)O)cc2F)c(OCC)c1,0.8247590675608301,66,0.7,4,DONE,0.8247590675608301,2.3906593781862515,ws,chembl,smiles_lstm,Ranolazine MPO,1
67,CCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8247292831879687,67,0.7,4,DONE,0.8247292831879687,2.407057843930387,ws,chembl,smiles_lstm,Ranolazine MPO,1
68,CCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(OC)c2)cc1F,0.8246522132476037,68,0.8,3,DONE,0.8246522132476037,2.391382104285416,ws,chembl,smiles_lstm,Ranolazine MPO,1
69,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(Oc3ccc(CC(=O)O)c(F)c3)cc2C)cc1C,0.8246311681900687,69,0.7,4,DONE,0.8246311681900687,2.5742374232123026,ws,chembl,smiles_lstm,Ranolazine MPO,1
70,CCCCCCCOc1ccc(OCCCCC(=O)Nc2ccc(N(C)C(=O)CCCCCC(=O)O)c(F)c2)cc1OC,0.8244069432297575,70,0.7,6,DONE,0.8244069432297575,2.574592235151929,ws,chembl,smiles_lstm,Ranolazine MPO,1
71,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(Oc3ccc(C(=O)O)c(F)c3)cc2C)cc1OC,0.8242367502646054,71,0.7,4,DONE,0.8242367502646054,2.5256655482123023,ws,chembl,smiles_lstm,Ranolazine MPO,1
72,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(Oc3ccc(CC(=O)O)c(F)c3)cc2C)c(OC)c1,0.824104713936739,72,0.7,5,DONE,0.824104713936739,2.6184308505194505,ws,chembl,smiles_lstm,Ranolazine MPO,1
73,CCCCCCCCCCCOc1ccc(OCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8238513250883895,73,0.8,4,DONE,0.8238513250883895,2.341848162699751,ws,chembl,smiles_lstm,Ranolazine MPO,1
74,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2Cl)c(OC)c1C,0.8237760634674438,74,0.7,4,DONE,0.8237760634674438,2.5974077009161523,ws,chembl,smiles_lstm,Ranolazine MPO,1
75,CCCCCCCCCCCCOc1ccc(C(=O)NCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1,0.8237497564034287,75,0.7,3,DONE,0.8237497564034287,2.438255028880839,ws,chembl,smiles_lstm,Ranolazine MPO,1
76,CCCCc1ccc(NC(=O)N(CCCC)CCCCCCOc2ccc(C(=O)CCC(=O)O)cc2)cc1F,0.823607245303178,76,0.7,4,DONE,0.823607245303178,2.457329020760607,ws,chembl,smiles_lstm,Ranolazine MPO,1
77,CCCCCCCCCCCC(=O)c1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.823607245303178,77,0.7,5,DONE,0.823607245303178,2.459398600918755,ws,chembl,smiles_lstm,Ranolazine MPO,1
78,CCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)cc2OC)cc1F,0.8235640591803981,78,0.8,4,DONE,0.8235640591803981,2.3497403498461704,ws,chembl,smiles_lstm,Ranolazine MPO,1
79,CCCCCCCCCCCCCCOc1cccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1C,0.8231966597250853,79,0.8,3,DONE,0.8231966597250853,2.509490016306474,ws,chembl,smiles_lstm,Ranolazine MPO,1
80,CCCCCCCCC(C)Oc1ccc(OCCCCCC(=O)Nc2ccccc2C(=O)O)c(F)c1,0.8230911306872878,80,0.8,3,DONE,0.8230911306872878,2.724410859115693,ws,chembl,smiles_lstm,Ranolazine MPO,1
81,CCCCCCCCCCCCOc1cc(NC(=O)OCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)ccc1C,0.8230753598217748,81,0.7,6,DONE,0.8230753598217748,2.6214555059178366,ws,chembl,smiles_lstm,Ranolazine MPO,1
82,CCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(OCC(=O)O)c2)cc1F,0.8230511800587664,82,0.8,3,DONE,0.8230511800587664,2.3243771276537135,ws,chembl,smiles_lstm,Ranolazine MPO,1
83,CCCCCCCCCCC(C)OC(=O)Nc1ccc(Oc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8230110149586278,83,0.7,4,DONE,0.8230110149586278,2.846613569567733,ws,chembl,smiles_lstm,Ranolazine MPO,1
84,CCCCCCCCCCC(=O)Nc1ccc(OCCCCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1OC,0.8225455304992445,84,0.7,6,DONE,0.8225455304992445,2.58555140161015,ws,chembl,smiles_lstm,Ranolazine MPO,1
85,CCCCCCCCCCC(Oc1ccc(OCCCCCC(=O)Nc2ccc(C(=O)O)c(F)c2)cc1)C(=O)O,0.82244227739452,85,0.7,4,DONE,0.82244227739452,2.86449572272533,ws,chembl,smiles_lstm,Ranolazine MPO,1
86,CCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(Cl)c2F)cc1C,0.8223142752771214,86,0.7,5,DONE,0.8223142752771214,2.5382787070195523,ws,chembl,smiles_lstm,Ranolazine MPO,1
87,CCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C(C)O,0.8221420630907584,87,0.7,4,DONE,0.8221420630907584,2.9857331850328634,ws,chembl,smiles_lstm,Ranolazine MPO,1
88,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)cc2OC)cc1F,0.8216965955799346,88,0.7,5,DONE,0.8216965955799346,2.378584074542527,ws,chembl,smiles_lstm,Ranolazine MPO,1
89,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCCCCCC(=O)O)cc2C)cc1F,0.8214623067593507,89,0.7,5,DONE,0.8214623067593507,2.4710303540175413,ws,chembl,smiles_lstm,Ranolazine MPO,1
90,CCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(C(=O)O)c2C)cc1F,0.8214418171590172,90,0.7,2,DONE,0.8214418171590172,2.2311014533547056,ws,chembl,smiles_lstm,Ranolazine MPO,1
91,CCCCCCCCCCCCOc1ccc(OCCCCC(=O)Nc2cccc(Oc3ccc(OCC(=O)O)c(F)c3)c2C)cc1C,0.821439510073352,91,0.7,5,DONE,0.821439510073352,2.6911923316711253,ws,chembl,smiles_lstm,Ranolazine MPO,1
92,CCCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8212301407179899,92,0.7,4,DONE,0.8212301407179899,2.4399408123197173,ws,chembl,smiles_lstm,Ranolazine MPO,1
93,CCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(OC)c2)cc1F,0.8211944758305394,93,0.8,3,DONE,0.8211944758305394,2.4246569661658715,ws,chembl,smiles_lstm,Ranolazine MPO,1
94,CCCCCCCCCCCC(=O)Nc1ccc(OCCCCCCCCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1C,0.8210070504296942,94,0.7,4,DONE,0.8210070504296942,2.65267104010743,ws,chembl,smiles_lstm,Ranolazine MPO,1
95,CCCCCCCCCCCOc1cccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1O,0.8209463183176963,95,0.7,5,DONE,0.8209463183176963,2.4473763822348342,ws,chembl,smiles_lstm,Ranolazine MPO,1
96,CCCCCCCCCC(=O)c1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1,0.8209404385610783,96,0.7,3,DONE,0.8209404385610783,2.276250069450926,ws,chembl,smiles_lstm,Ranolazine MPO,1
97,CCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(Oc3ccc(C(=O)O)c(F)c3)cc2C)cc1C,0.820656926417429,97,0.7,5,DONE,0.820656926417429,2.5482358607123032,ws,chembl,smiles_lstm,Ranolazine MPO,1
98,CCCCCCCCCCCCOc1ccc(OCCCCCC(=O)Nc2cccc(OCC(=O)O)c2)c(F)c1,0.8205787276527683,98,0.7,4,DONE,0.8205787276527683,2.357345278555904,ws,chembl,smiles_lstm,Ranolazine MPO,1
99,CCCCCCCOc1ccc(OCCCCCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1CC,0.8205725203625428,99,0.7,5,DONE,0.8205725203625428,2.3213402413229947,ws,chembl,smiles_lstm,Ranolazine MPO,1
0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccc(O)cc2)CC2CCCCC21,0.7374684055082001,0,0.6,3,DONE,0.7374684055082001,3.781535598997049,ws,chembl,smiles_lstm,Perindopril MPO,1
1,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccc(C)cc2)CC2CCCCC21,0.7374684055082001,1,0.7,3,DONE,0.7374684055082001,3.725231862733314,ws,chembl,smiles_lstm,Perindopril MPO,1
2,CCOC(=O)C(CCc1cccc(C)c1)NC(C)C(=O)N1C(C(=O)c2ccccc2)CC2CCCCC21,0.7374684055082001,2,0.7,4,DONE,0.7374684055082001,3.769460434161884,ws,chembl,smiles_lstm,Perindopril MPO,1
3,CCOC(=O)C(CCc1ccccn1)NC(C)C(=O)N1C(C(=O)c2ccccc2)CC2CCCCC21,0.7347264857411617,3,0.6,6,DONE,0.7347264857411617,3.8336837847517833,ws,chembl,smiles_lstm,Perindopril MPO,1
4,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccccc2)CC2CCCCC21,0.7347264857411617,4,0.7,2,DONE,0.7347264857411617,3.686519333668885,ws,chembl,smiles_lstm,Perindopril MPO,1
5,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccc(F)cc2)CC2CCCCC21,0.7283095376340308,5,0.7,3,DONE,0.7283095376340308,3.7379399946014455,ws,chembl,smiles_lstm,Perindopril MPO,1
6,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccc(Cl)cc2)CC2CCCCC21,0.7283095376340308,6,0.6,5,DONE,0.7283095376340308,3.734535159436609,ws,chembl,smiles_lstm,Perindopril MPO,1
7,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccc(OC)cc2)CC2CCCCC21,0.7279522854655585,7,0.7,2,DONE,0.7279522854655585,3.7339287238282797,ws,chembl,smiles_lstm,Perindopril MPO,1
8,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C)on2)CC2CCCCC21,0.7279522854655585,8,0.6,1,DONE,0.7279522854655585,3.896869749469305,ws,chembl,smiles_lstm,Perindopril MPO,1
9,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C)cs2)CC2CCCCC21,0.7279522854655585,9,0.6,4,DONE,0.7279522854655585,3.9299171853667403,ws,chembl,smiles_lstm,Perindopril MPO,1
10,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C)co2)CC2CCCCC21,0.7279522854655585,10,0.6,3,DONE,0.7279522854655585,3.9955966725462275,ws,chembl,smiles_lstm,Perindopril MPO,1
11,CCOC(=O)C(CCCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccc(O)cc2)CC2CCCCC21,0.7279522854655585,11,0.7,4,DONE,0.7279522854655585,3.8003184674180233,ws,chembl,smiles_lstm,Perindopril MPO,1
12,CCOC(=O)C(CCCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2ccccc2)CC2CCCCC21,0.725163477407348,12,0.7,4,DONE,0.725163477407348,3.706632783322158,ws,chembl,smiles_lstm,Perindopril MPO,1
13,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C(=O)O)sc2C)CC2CCCCC21,0.7242859683401482,13,0.6,4,DONE,0.7242859683401482,4.013514841503006,ws,chembl,smiles_lstm,Perindopril MPO,1
14,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C(=O)O)c(C)o2)CC2CCCCC21,0.7242859683401482,14,0.6,4,DONE,0.7242859683401482,3.9796640053826042,ws,chembl,smiles_lstm,Perindopril MPO,1
15,CCOC(=O)C(CCc1ccc(C)cc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C(=O)O)co2)CC2CCCCC21,0.7242859683401482,15,0.6,6,DONE,0.7242859683401482,4.052409289663541,ws,chembl,smiles_lstm,Perindopril MPO,1
16,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C(=O)O)c(CC)s2)CC2CCCCC21,0.7240121189504336,16,0.6,5,DONE,0.7240121189504336,4.1241381042459615,ws,chembl,smiles_lstm,Perindopril MPO,1
17,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)c2cc(Cl)cc(Cl)c2)CC2CCCCC21,0.7220578379655755,17,0.6,5,DONE,0.7220578379655755,3.8878431618824365,ws,chembl,smiles_lstm,Perindopril MPO,1
18,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)Nc2c(C)cccc2C)CC2CCCCC21,0.7218091183694929,18,0.7,3,DONE,0.7218091183694929,3.7533357870260726,ws,chembl,smiles_lstm,Perindopril MPO,1
19,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(Cl)sc2C)CC2CCCCC21,0.7218091183694929,19,0.6,5,DONE,0.7218091183694929,4.015176626186911,ws,chembl,smiles_lstm,Perindopril MPO,1
20,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C)sc2C)CC2CCCCC21,0.7218091183694929,20,0.6,4,DONE,0.7218091183694929,3.943925577235863,ws,chembl,smiles_lstm,Perindopril MPO,1
21,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C)c(C)o2)CC2CCCCC21,0.7218091183694929,21,0.7,3,DONE,0.7218091183694929,3.9438626401729273,ws,chembl,smiles_lstm,Perindopril MPO,1
22,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(O)ccc2C)CC2CCCCC21,0.721568539381252,22,0.6,6,DONE,0.721568539381252,3.8646401965849586,ws,chembl,smiles_lstm,Perindopril MPO,1
23,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C(=O)O)co2)CC2CCCCC21,0.721568539381252,23,0.6,5,DONE,0.721568539381252,4.008393906591765,ws,chembl,smiles_lstm,Perindopril MPO,1
24,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2c(O)cccc2CC)CC2CCCCC21,0.7213357077339458,24,0.6,5,DONE,0.7213357077339458,3.9600488733332453,ws,chembl,smiles_lstm,Perindopril MPO,1
25,CCOC(=O)C(Cc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cc(C)on2)CC2CCCCC21,0.7191949522280763,25,0.7,3,DONE,0.7191949522280763,3.8576063682278194,ws,chembl,smiles_lstm,Perindopril MPO,1
26,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)Nc2ccc(Br)cc2)CC2CCCCC21,0.7189917611088272,26,0.6,4,DONE,0.7189917611088272,3.6917312879308435,ws,chembl,smiles_lstm,Perindopril MPO,1
27,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)NCc2cccc(C)c2)CC2CCCCC21,0.7187952884282609,27,0.6,4,DONE,0.7187952884282609,3.724875465725752,ws,chembl,smiles_lstm,Perindopril MPO,1
